0,1,1
0.0199,0.999723,0.688799
0.0398,0.999527,0.59475
0.0597,0.999347,0.522611
0.0796,0.998972,0.433688
0.0995,0.998532,0.345812
0.1194,0.997487,0.286389
0.1393,0.995301,0.244529
0.1592,0.992887,0.216323
0.1791,0.989819,0.196534
0.199,0.985773,0.186178
0.2189,0.980128,0.174817
0.2388,0.972852,0.157671
0.2587,0.962165,0.14129
0.2786,0.94275,0.126093
0.2985,0.902827,0.113893
0.3184,0.846051,0.104562
0.3383,0.779045,0.0964111
0.3582,0.718908,0.0889739
0.3781,0.662343,0.0829458
0.398,0.609384,0.0752435
0.4179,0.556524,0.0674433
0.4378,0.514822,0.0594712
0.4577,0.476759,0.0526335
0.4776,0.449872,0.0470162
0.4975,0.428059,0.0422563
0.5174,0.407534,0.0375704
0.5373,0.385036,0.033828
0.5572,0.36549,0.0303482
0.5771,0.342633,0.0266081
0.597,0.323332,0.0230328
0.6169,0.299822,0.0202886
0.6368,0.276345,0.017726
0.6567,0.255951,0.0151036
0.6766,0.238053,0.0127631
0.6965,0.22009,0.0108095
0.7164,0.206206,0.00915437
0.7363,0.193807,0.00792678
0.7562,0.178275,0.00622392
0.7761,0.16506,0.00522322
0.796,0.153264,0.00427507
0.8159,0.140179,0.00388338
0.8358,0.124761,0.00320988
0.8557,0.115103,0.00264385
0.8756,0.104629,0.00239308
0.8955,0.0929633,0.00219963
0.9154,0.0840716,0.00193214
0.9353,0.0738584,0.00179601
0.9552,0.0632372,0.00164793
0.9751,0.0548839,0.00148075
0.995,0.0466774,0.00139716
1.0149,0.0387809,0.00127535
1.0348,0.0322549,0.00112728
1.0547,0.0270178,0.00105324
1.0746,0.0222538,0.000950545
1.0945,0.0181097,0.000871731
1.1144,0.0145367,0.000759481
1.1343,0.0109311,0.000659172
1.1542,0.00884277,0.00056364
1.1741,0.00709706,0.000453778
1.194,0.00590606,0.00039407
1.2139,0.00427455,0.000363022
1.2338,0.00316512,0.000327198
1.2537,0.00212096,0.00029615
1.2736,0.00192518,0.000274655
1.2935,0.00158256,0.000241219
1.3134,0.000815754,0.000224501
1.3333,0.000505767,0.000195841
1.3532,0.000212096,0.000188676
1.3731,0.000195781,0.000160016
1.393,0.000179466,0.000152852
1.4129,0.000163151,0.000133745
1.4328,0.000163151,0.000119415
1.4527,0.000130521,0.000117027
1.4726,9.78905e-05,0.000109862
1.4925,8.15754e-05,0.000105085
1.5124,8.15754e-05,0.000105085
1.5323,8.15754e-05,8.83673e-05
1.5522,8.15754e-05,8.5979e-05
1.5721,8.15754e-05,7.88141e-05
1.592,8.15754e-05,7.88141e-05
1.6119,6.52603e-05,7.40375e-05
1.6318,6.52603e-05,7.40375e-05
1.6517,3.26302e-05,6.68725e-05
1.6716,1.63151e-05,6.44842e-05
1.6915,1.63151e-05,5.97076e-05
1.7114,1.63151e-05,5.97076e-05
1.7313,1.63151e-05,5.73193e-05
1.7512,1.63151e-05,5.73193e-05
1.7711,1.63151e-05,5.73193e-05
1.791,0,5.4931e-05
1.8109,0,5.25427e-05
1.8308,0,5.01544e-05
1.8507,0,5.01544e-05
1.8706,0,5.01544e-05
1.8905,0,4.77661e-05
1.9104,0,4.77661e-05
1.9303,0,4.77661e-05
1.9502,0,4.53778e-05
1.9701,0,4.53778e-05
