0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.990000000000000102e-02,7.136657499999998766e-01,9.922406363636362414e-01
3.980000000000000204e-02,6.425648863636364005e-01,9.826634318181817207e-01
5.970000000000000306e-02,5.857325000000002113e-01,9.729505454545456233e-01
7.960000000000000409e-02,5.392319318181817422e-01,9.627855227272729133e-01
9.950000000000000511e-02,4.983329090909091041e-01,9.520067499999999017e-01
1.194000000000000061e-01,4.641360227272726680e-01,9.398633409090908497e-01
1.393000000000000071e-01,4.350674999999998849e-01,9.266171818181819786e-01
1.592000000000000082e-01,4.084984545454545257e-01,9.123269545454546492e-01
1.791000000000000092e-01,3.843719431818181653e-01,8.976673181818184410e-01
1.990000000000000102e-01,3.624745954545454119e-01,8.808646363636365439e-01
2.189000000000000112e-01,3.420396909090909765e-01,8.621494090909088692e-01
2.388000000000000123e-01,3.070509045454545838e-01,8.396444090909092051e-01
2.586999999999999855e-01,2.879379318181818359e-01,8.143622499999999542e-01
2.786000000000000143e-01,2.683191636363637667e-01,7.854687045454546990e-01
2.984999999999999876e-01,2.510034363636363119e-01,7.497392727272725876e-01
3.184000000000000163e-01,2.344228863636364235e-01,7.158657272727273480e-01
3.382999999999999896e-01,2.167900159090909440e-01,6.831642500000001395e-01
3.582000000000000184e-01,2.034418000000000337e-01,6.545669318181817076e-01
3.780999999999999917e-01,1.917640090909090989e-01,6.260291590909089487e-01
3.980000000000000204e-01,1.813037318181818514e-01,6.004738409090910611e-01
4.178999999999999937e-01,1.706942993181817525e-01,5.756838840909090926e-01
4.378000000000000225e-01,1.614858195454545453e-01,5.525632613636364265e-01
4.576999999999999957e-01,1.529977290909090293e-01,5.294410068181819584e-01
4.776000000000000245e-01,1.448284229545454826e-01,5.080919045454546090e-01
4.974999999999999978e-01,1.370516211363636272e-01,4.881266090909091027e-01
5.173999999999999710e-01,1.299640563636363100e-01,4.698820727272726705e-01
5.372999999999999998e-01,1.230877181818182536e-01,4.531746863636362255e-01
5.572000000000000286e-01,1.160975538636363491e-01,4.377496568181818981e-01
5.770999999999999464e-01,1.104894804545454162e-01,4.212695681818182103e-01
5.969999999999999751e-01,1.041906140909091144e-01,4.061328113636362147e-01
6.169000000000000039e-01,9.921473386363635627e-02,3.905609909090909104e-01
6.368000000000000327e-01,9.439918727272726684e-02,3.754573704545455248e-01
6.566999999999999504e-01,9.045778068181815901e-02,3.612794522727270641e-01
6.765999999999999792e-01,8.660070681818182736e-02,3.480566113636363590e-01
6.965000000000000080e-01,8.311723386363636945e-02,3.351979545454545351e-01
7.164000000000000368e-01,7.962135863636365940e-02,3.227648354545454845e-01
7.362999999999999545e-01,7.643704159090912442e-02,3.114311286363637410e-01
7.561999999999999833e-01,7.318924840909091234e-02,3.002465354545454934e-01
7.761000000000000121e-01,7.019133181818180967e-02,2.891904179545455866e-01
7.960000000000000409e-01,6.769496568181816720e-02,2.789134390909091543e-01
8.158999999999999586e-01,6.550259931818179504e-02,2.688923302272727689e-01
8.357999999999999874e-01,6.301914068181815876e-02,2.591867368181818287e-01
8.557000000000000162e-01,6.101837090909090211e-02,2.495310034090909290e-01
8.756000000000000449e-01,5.917711818181820016e-02,2.399743968181818343e-01
8.954999999999999627e-01,5.721839975000000272e-02,2.307330893181818721e-01
9.153999999999999915e-01,5.503849156818183680e-02,2.220577062272727775e-01
9.353000000000000203e-01,5.274709029545453925e-02,2.134874217954545184e-01
9.552000000000000490e-01,5.081196788636364176e-02,2.054838375227272529e-01
9.750999999999999668e-01,4.934934599999999533e-02,1.975847896363636391e-01
9.949999999999999956e-01,4.775339379545455454e-02,1.904190956363636111e-01
1.014899999999999913e+00,4.617251115909091347e-02,1.833097888181818291e-01
1.034799999999999942e+00,4.432109329545454862e-02,1.764124470863636107e-01
1.054699999999999971e+00,4.329656772727273617e-02,1.704112970863636001e-01
1.074600000000000000e+00,4.205263711363636803e-02,1.646903607227272193e-01
1.094500000000000028e+00,4.110000284090908201e-02,1.589164811772727504e-01
1.114400000000000057e+00,4.024712890909091373e-02,1.531918798136363558e-01
1.134300000000000086e+00,3.889156635000000362e-02,1.474275857227272390e-01
1.154199999999999893e+00,3.793260382272727743e-02,1.425125504954545541e-01
1.174099999999999921e+00,3.588910097727272819e-02,1.380101875409090739e-01
1.193999999999999950e+00,3.401243874999999861e-02,1.339999077227273239e-01
1.213899999999999979e+00,3.348849872500000990e-02,1.303546509272727194e-01
1.233800000000000008e+00,3.227429202045455775e-02,1.270521802681818246e-01
1.253700000000000037e+00,3.079212283409091255e-02,1.241576191159090570e-01
1.273600000000000065e+00,2.927360696590909292e-02,1.211817669409091108e-01
1.293500000000000094e+00,2.871184626136363480e-02,1.183302304272727673e-01
1.313399999999999901e+00,2.803142964772727813e-02,1.156524288349999874e-01
1.333299999999999930e+00,2.744149635227273107e-02,1.127801208493182383e-01
1.353199999999999958e+00,2.643787748863635906e-02,1.102671117584090865e-01
1.373099999999999987e+00,2.558969319318182833e-02,1.076922723977272872e-01
1.393000000000000016e+00,2.487928237045455501e-02,1.052608991022727231e-01
1.412900000000000045e+00,2.403929979931819158e-02,1.028712703522727534e-01
1.432800000000000074e+00,2.335851189022727231e-02,1.004693936477272925e-01
1.452700000000000102e+00,2.273117673113636897e-02,9.797217377272729455e-02
1.472599999999999909e+00,2.192307861750000808e-02,9.550520419318182797e-02
1.492499999999999938e+00,2.144919834477272344e-02,9.318272595227274080e-02
1.512399999999999967e+00,2.063635129931818898e-02,9.105589367954546043e-02
1.532299999999999995e+00,2.023135928340909565e-02,8.877035677045454209e-02
1.552200000000000024e+00,1.958478200000000197e-02,8.663049904318183281e-02
1.572100000000000053e+00,1.890982954772727626e-02,8.445263972500001437e-02
1.592000000000000082e+00,1.844864329772728101e-02,8.235730311136364723e-02
1.611900000000000110e+00,1.790269562499999939e-02,8.043576822272727189e-02
1.631799999999999917e+00,1.746427898863636349e-02,7.870048305454546700e-02
1.651699999999999946e+00,1.712939485227272379e-02,7.678599418863636672e-02
1.671599999999999975e+00,1.680216168636364249e-02,7.518179780227272901e-02
1.691500000000000004e+00,1.648975783181818797e-02,7.354076448409092859e-02
1.711400000000000032e+00,1.611580021818181940e-02,7.208306957500000556e-02
1.731300000000000061e+00,1.587128523409091219e-02,7.070030746136364563e-02
1.751200000000000090e+00,1.564407623409090620e-02,6.932205691590910546e-02
1.771099999999999897e+00,1.528343182499999897e-02,6.802732387045452855e-02
1.790999999999999925e+00,1.500889279545454535e-02,6.686031361818181584e-02
1.810899999999999954e+00,1.480866549318181520e-02,6.569922500454544734e-02
1.830799999999999983e+00,1.450987071363636811e-02,6.474275235454544919e-02
1.850700000000000012e+00,1.428570120000000401e-02,6.377730755909093163e-02
1.870600000000000041e+00,1.391015649545454883e-02,6.276743092272725477e-02
1.890500000000000069e+00,1.372387337499999908e-02,6.202875744545454512e-02
1.910400000000000098e+00,1.349497382954545181e-02,6.131931386363637104e-02
1.930299999999999905e+00,1.310311996590908697e-02,6.047523479545455910e-02
1.950199999999999934e+00,1.286428157272727184e-02,5.971065004545456772e-02
1.970099999999999962e+00,1.264743459545454758e-02,5.877810599999998969e-02
